Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Dmel\CG12926,A1Z7X8,35996,target gene,No,4
TwdlG,Q9VMZ6,40535,target gene,No,7
Dmel\CG44090,A0A0B4KG57,14462482,target gene,No,2
pepCG2111,Q9W2S7,31995,target gene,No,2
SOL-1,Q15KK8,41513,target gene,No,3
eyc,Q9U9C9,-,target gene,No,2
1273,Q9VZE8,38522,target gene,No,6
Dmel\CG4017,Q9VL87,34296,target gene,No,2
Mst33A,Q9VKG3,34578,target gene,No,4
Mst36Fb-RA,B5RIE3,-,target gene,No,4
Dmel\CG10864,Q9VE68,42222,target gene,No,15
-,Q5IEX1,-,target gene,No,4
Dmel\CG10264,Q9VEZ7,41948,target gene,No,17
-,Q4QQ50,-,target gene,No,3
CG14359-RA,B3DMT9,-,target gene,No,11
-,Q8T3Q9,-,target gene,No,7
CG10178,Q4V678,-,target gene,No,4
NEST:bs23f04,M9PBM5,319026,target gene,No,2
-,Q8SX29,-,target gene,No,5
anon-WO0140519.54,Q9VMP0,33792,target gene,No,1
Dmel\CG6280,A1Z9H0,36522,target gene,No,4
Dmel\CG43742,A0A0B4KFF2,14462622,target gene,No,4
CG32364-RA,G2J632,-,target gene,No,6
-,G3KKR5,-,target gene,No,6
-,Q4QQ75,-,target gene,No,12
-,Q8SXZ7,-,target gene,No,4
-,Q8T9A3,-,target gene,No,8
-,A4VCK9,-,target gene,No,5
Minos1c,Q9W1B2,37855,target gene,No,2
CG7489,Q7KUM2,2768950,target gene,No,2
CG4582-RA,N0A125,-,target gene,No,1
CG13840,Q4V5W6,-,target gene,No,1
-,A9YKD5,-,target gene,No,1
Dmel\CG7320,Q9VVP2,40010,target gene,No,3
SP37,Q8MLV9,246529,target gene,No,1
Dmel\CG7384,Q9VKU2,34447,target gene,No,7
Octbeta3R,Q4LBB6,3885573,target gene,No,4
Dmel\CG18581,Q9VUJ7,39633,target gene,No,2
CG14096-RA,B3DMW1,-,target gene,No,2
-,Q6AWD8,-,target gene,No,2
Mst84Db,Q01643,40888,target gene,No,3
lin-28,Q9VRN5,38639,target gene,No,23
BcDNA:LP06072,Q7JYK5,37054,target gene,No,6
-,Q8T3Q2,-,target gene,No,1
-,F6J4Y1,-,target gene,No,1
CG14102-RA,B8A3U9,-,target gene,No,10
CG13522,Q9W212,37606,target gene,No,3
-,A9YGU6,-,target gene,No,3
CG5195-RA,C0PV53,10178963,target gene,No,1
Dmel\CG15252,Q9W2Z8,31931,target gene,No,2
CG17837,Q9I7I3,42456,target gene,No,1
CG42329-RA,C8VV15,-,target gene,No,3
Dmel\CG10494,Q9W2G2,37453,target gene,No,12
Dmel\CG6980,Q9VC34,42955,target gene,No,2
Dmel\CG14488,A1ZAZ6,37030,target gene,No,1
Vajk3,Q9V3Z9,34812,target gene,No,3
Dmel\CG34171,A8DZ15,5740474,target gene,No,1
CG31555,Q9VNI6,40721,target gene,No,6
Cp38,P07183,31788,target gene,No,2
-,Q3ZAJ7,-,target gene,No,5
Alp13,Q9VH28,41236,target gene,No,2
NEST:bs26d12,A1Z9W8,50220,target gene,No,6
Dmel\CG45603,X2JDD8,19835642,target gene,No,3
CG13566-RA,D5SHP4,-,target gene,No,2
Tsp29Fb,Q9VLH0,34212,target gene,No,5
-,Q5U198,-,target gene,No,7
AANATL2,Q9VMG0,33874,target gene,No,2
Dmel\CG44014,Q8IND7,41893,target gene,No,4
CG13991-RA,V5P011,-,target gene,No,3
Dmel\CG32846,M9MSK1,318244,target gene,No,3
-,Q8MQN1,-,target gene,No,9
Dmel\CG33136,A1ZBB6,318894,target gene,No,3
Dmel\CG4691,Q9V3K5,34856,target gene,No,2
CG15376,Q9W4N4,31353,target gene,No,5
Dmel\CG12866,A0A0B4LFF4,36630,target gene,No,1
-,A1A6T6,-,target gene,No,1
Dmel\CG15578,Q9W4L6,50379,target gene,No,4
Dmel\CG14082,M9PFM8,40088,target gene,No,5
EG:84H4.4,O77280,-,target gene,No,2
Cpr100A,Q9VA32,43657,target gene,No,1
Dmel\CG14342,Q9VPZ2,33310,target gene,No,2
Frq2,Q9VWX8,32799,target gene,No,5
CG30036,Q4V4D5,-,target gene,No,3
-,E0ZR38,-,target gene,No,4
CG42335-RC,B5X532,-,target gene,No,1
ppk22,Q8IMV2,318593,target gene,No,2
dmCG13288,M9PEG2,38665,target gene,No,3
CT21630,M9PFB1,39648,target gene,No,6
CG14324-RA,B3DMM0,-,target gene,No,10
-,Q29QU0,-,target gene,No,1
Dmel\CG7542,Q8T4A8,39960,target gene,No,4
Dmel\CG9314,Q9VLI6,34198,target gene,No,1
-,Q8MR54,-,target gene,No,5
AstA,Q9VC44,42947,target gene,No,3
Dmel\CG6660,Q9VCT3,42708,target gene,No,1
-,A1A728,-,target gene,No,3
Cyp12e1,Q9VGZ0,41272,target gene,No,4
CG32270-RA,Q8SYS8,3772569,target gene,No,5
CG13511-RA,G2J5V0,-,target gene,No,6
Elal,Q8SY52,42970,target gene,No,2
-,Q8SXV8,-,target gene,No,2
Cyp4d8,Q9VS79,38841,target gene,No,5
Dmel\CG43449,D6W4M8,12797883,target gene,No,2
Dmel\CG30059,Q95R73,246425,target gene,No,13
cg5665,M9NFL7,40243,target gene,No,1
-,A1A727,-,target gene,No,5
CG14538,Q8T3J9,26067063,target gene,No,1
rk-RA,F0JAJ8,-,target gene,No,4
Dmel\CG5790,Q9VJ90,35095,target gene,No,5
CG15233-RA,C0PV76,-,target gene,No,3
ppk16,Q86LG7,3885612,target gene,No,2
Dmel\CG13323,Q4V4H7,36433,target gene,No,2
Dmel\CG43329,Q3ZAL3,12798461,target gene,No,2
-,A9YGS7,-,target gene,No,12
Dmel\CG32249,Q8IRB2,317939,target gene,No,10
Dmel\CG11828,Q9VAR7,43416,target gene,No,15
Dmel\CG32801,Q9W545,31152,target gene,No,9
Dmel\CG13154,A1Z902,36359,target gene,No,2
CG9137,M9PGQ5,38142,target gene,No,3
CG32186,M9MRX3,10178812,target gene,No,2
CG14280,Q6NP84,-,target gene,No,3
mt:ND6,P18933,19893555,target gene,No,3
FBXL13,Q9VET4,42013,target gene,No,4
-,A2VES8,-,target gene,No,1
Dmel\CG15642,Q9VXV0,32476,target gene,No,7
Muc96D,Q8IMS9,318737,target gene,No,1
sinu,Q9VRM3,46187,target gene,No,10
Decay,Q9VET9,42008,target gene,No,4
anon-WO0140519.217,Q0KI47,3772159,target gene,No,5
SP54,A1Z7M7,35908,target gene,No,8
-,G3KKS4,-,target gene,No,6
-,Q5BHX4,-,target gene,No,2
CG6043-RH,C3KKC6,34732,target gene,No,13
cort,Q960N3,33937,target gene,No,20
BEST:RH19272,Q8IQ06,261617,target gene,No,5
Dmel\CG10749,Q9VU29,39470,target gene,No,1
Dmel\CG13449,Q9VUR8,39695,target gene,No,2
ppk25,A1Z6S4,2768722,target gene,No,3
Arr1,P15372,35078,target gene,No,4
Dmel\CG13771,Q9VMA4,33933,target gene,No,15
-,B1PHA7,-,target gene,No,2
Dmel\CG33946,Q8SY68,26067038,target gene,No,5
Cht12,Q8MLW8,246535,target gene,No,2
NimB4,Q9VJU8,34814,target gene,No,3
Dmel\CG2915,Q0E9F9,35754,target gene,No,8
EG:22E5.6,O77265,-,target gene,No,2
Dmel\CG43731,M9PDN5,14462799,target gene,No,4
Cyp18a1,Q95078,32858,target gene,No,13
Vha16-2,Q9VTI6,39282,target gene,No,1
Dmel\CG42649,A0A0B4JD70,10178935,target gene,No,3
Dmel\CG45122,A0A0B4LH46,19835488,target gene,No,3
BP1056,Q4AB23,3772524,target gene,No,5
Dmel\CG12911,A0A0B4LF44,36081,target gene,No,2
Dmel\CG14744,A1Z7I1,35858,target gene,No,1
Ref2,Q9VK76,34667,target gene,No,6
Hcs,A0A0B4LGM5,40659,target gene,No,19
CG15046-RA,D0IQK9,-,target gene,No,7
Dmel\CG16775,Q9VVM3,39993,target gene,No,5
Dmel\CG15225,Q9W2R5,37354,target gene,No,1
DAT,Q7K4Y6,36849,target gene,No,6
anon-38C.22,Q9W5U8,35409,target gene,No,2
S1P,Q9VP10,40399,target gene,No,6
Dmel\CG14137,Q9VTK5,39300,target gene,No,4
-,A9YHV4,-,target gene,No,6
Dmel\CG7778,Q9VLN8,34147,target gene,No,10
bs26g12.y1,A8DYG8,5740316,target gene,No,2
mtt,A0A0B4KF15,35832,target gene,No,5
-,Q8T434,-,target gene,No,6
BcDNA:AT09390,Q9VK02,34739,target gene,No,4
Ugt301D1,Q9VJ81,35105,target gene,No,4
CG9486,Q4V4G0,-,target gene,No,2
Obp99d,Q9VAI7,43496,target gene,No,3
CheB42a,Q3ZAK6,2768721,target gene,No,3
-,Q9VM17,34018,target gene,No,9
Dmel\CG1946,A1Z739,35720,target gene,No,6
-,Q95TT3,-,target gene,No,6
VhaPPA1-2,Q9VFE5,41806,target gene,No,2
Dmel\CG41284,A8Y548,5740851,target gene,No,2
Gle1,Q9V4W1,35849,target gene,No,8
Dmel\CG15529,Q9VAA1,43584,target gene,No,4
Dmel\CG15186,A0A0B4K6A7,40797,target gene,No,5
CG9222-RA,F0JAI8,-,target gene,No,3
dpr3,Q59E13,3346208,target gene,No,8
MESK4,Q9GU54,318655;64872,target gene,No,5
Dmel\CG44004,M9PCW4,14462879,target gene,No,9
DZIP1,Q9VC70,42921,target gene,No,5
GABA-B-R2,A0A0B4LHR4,42561,target gene,No,5
-,Q4V4A0,-,target gene,No,2
Dmel\CG10663,A8JNS0,39421,target gene,No,12
Dmel\CG13801,Q9W024,38299,target gene,No,2
CT19169,Q961R9,41967,target gene,No,29
-,Q5IEW7,-,target gene,No,4
Frq1,P37236,32797,target gene,No,6
-,Q5BIL8,-,target gene,No,5
-,Q4V5X4,-,target gene,No,3
-,E0ZR47,-,target gene,No,4
CG15250,Q9W2Z9,31929,target gene,No,6
-,A2VEE5,-,target gene,No,4
clt,Q9W2F4,117300,target gene,No,5
Nepl17,Q9VAS4,43408,target gene,No,4
CG15760,F1DKL2,-,target gene,No,10
Ilp3,Q9VT52,39151,target gene,No,1
Dmel\CG1113,Q9VN94,40629,target gene,No,3
CG13244-RA,B3DN37,-,target gene,No,2
l(2)09851,Q8SYL1,46662,target gene,No,8
Nha1,Q9VM74,33961,target gene,No,3
Dmel\CG8850,A1Z8V9,36331,target gene,No,1
Nepl14,Q9VCU2,42700,target gene,No,1
yellow-e3,Q9VFV3,41651,target gene,No,7
Proc,Q9VLV9,250710,target gene,No,4
CG9616,Q4V6E9,-,target gene,No,1
Dmel\CG12538,Q9VFU4,41658,target gene,No,2
cg5213,Q9VF55,41892,target gene,No,4
kappaTry,A1Z8J7,36215,target gene,No,12
-,Q4QQ06,-,target gene,No,3
Ir94h,Q9VCM0,42769,target gene,No,1
-,Q8MSL6,-,target gene,No,4
Dmel\CG14044,Q9VMY2,33702,target gene,No,1
CG15658-RA,E3CTR0,-,target gene,No,10
Dmel\CG13312,Q9VSQ5,39010,target gene,No,9
Dmel\CG9259,Q9VIG3,35372,target gene,No,2
Dmel\CG31735,Q8IP32,318922,target gene,No,8
CG13658-RB,D3DMJ1,-,target gene,No,2
-,Q29QT7,-,target gene,No,2
-,Q4QPV9,-,target gene,No,5
Dmel\CG15674,Q9W2F1,37463,target gene,No,2
CG4331,Q9VYG5,32264,target gene,No,11
CG5302,A0A0B4K7A9,12798414,target gene,No,2
CG17142-RB,B3DNL0,-,target gene,No,7
Glut1,Q8IRI6,38109,target gene,No,17
Dmel\CG6362,A1ZAZ8,37032,target gene,No,1
Dmel\CG7214,Q9VLY1,34053,target gene,No,1
BcDNA:AT11049,Q9W0V5,38016,target gene,No,1
CG3575,Q8IN72,318714,target gene,No,3
Dmel\CG31697,Q8INW1,35243,target gene,No,1
-,Q9VF71,41877,target gene,No,6
-,B1PHB6,-,target gene,No,2
yellow-e2,Q9VFV2,41652,target gene,No,3
Dmel\CG13409,Q9VD53,42592,target gene,No,3
Pdha,Q7KVX1,31406,target gene,No,10
Cdk1l,X2J708,33798,target gene,No,3
CG6660-RA,G2J644,-,target gene,No,1
Dmel\CG13078,Q9VIT6,35251,target gene,No,1
niki,Q9VC32,42959,target gene,No,2
mRpL27-RA,B5RJ05,-,target gene,No,9
CG32458-RA,D0IQL8,-,target gene,No,10
Dmel\CG6125,Q9VF65,41882,target gene,No,2
Dmel\CG14937,Q9VKF2,34591,target gene,No,3
-,Q8MSN2,-,target gene,No,2
Dmel\CG12920,Q7JQR2,36052,target gene,No,11
TwdlN,Q9VBD5,43207,target gene,No,2
mas,Q9VZH2,38499,target gene,No,13
CG6926,Q8MYV6,-,target gene,No,3
CG30480-RA,C5WLM5,-,target gene,No,1
Dmel\CG3526,Q8IRV4,31277,target gene,No,2
Dmel\CG6071,Q9VTL4,39308,target gene,No,2
Dmel\CG34266,A8JNL0,5740465,target gene,No,2
Cpr35B-RA,D1Z378,-,target gene,No,2
Dmel\CG34238,A8JNQ7,5740238,target gene,No,1
CG31897,Q3ZAL5,-,target gene,No,2
Ptp36E,Q9VJ95,35091,target gene,No,8
CG43108-RA,C0P8P4,-,target gene,No,1
anon-WO0140519.161,Q9VLH5,34209,target gene,No,3
CG17239,Q4V675,-,target gene,No,4
BcDNA:RH68528,Q8SXV4,34469,target gene,No,4
Qsox2,Q9VD61,42583,target gene,No,4
CG32182-RA,F7VJS0,-,target gene,No,8
Dmel\CG14837,Q8IQ88,38849,target gene,No,5
GstD4,Q9VG96,48337,target gene,No,9
Cyp4c3,Q9VA27,43663,target gene,No,1
CG18336,Q4V695,-,target gene,No,2
Lsm11,A1Z802,36013,target gene,No,16
BG:BACR44L22.2,Q9V3M3,34915,target gene,No,1
cdc2rk-RA,C6SUX7,-,target gene,No,11
Cyp313a4,Q9VG40,41563,target gene,No,1
CG11951-RA,D0IQM1,-,target gene,No,2
Dmel\CG9864,Q494G1,37287,target gene,No,3
Mpcp1,Q7JUS9,37297,target gene,No,1
IFa,Q8T906,-,target gene,No,2
-,Q9V564,35953,target gene,No,9
Ugt302E1,Q9VGT4,53508,target gene,No,4
Dmel\CG12594,Q9VGJ0,41416,target gene,No,5
bs34f02.y1,Q9VKH4,34567,target gene,No,4
CG14070,Q4V5W3,-,target gene,No,1
-,A5XD19,-,target gene,No,7
Dmel\CG15767,Q9W473,31508,target gene,No,9
-,Q5IEX6,-,target gene,No,4
CG7980,Q4V3I2,-,target gene,No,1
-,A9YID9,-,target gene,No,1
Dmel\CG10694,Q9VCD5,42855,target gene,No,5
Dmel\CG14448,Q9VNR1,40497,target gene,No,5
CG34284-RA,F2FB69,-,target gene,No,5
Dmel\CG31937,Q9VQ39,326177,target gene,No,15
CG12136,Q8MRK8,5740775,target gene,No,1
Dmel\CG8560,Q961J8,38830,target gene,No,1
Dmel\CG42523,Q6IDD5,8674082,target gene,No,3
Dm GMCdelta1,Q9VY06,32418,target gene,No,9
CT12789,Q9VVV1,40069,target gene,No,3
Dmel\CG6220,A1Z9G9,36520,target gene,No,2
CG13563,Q4V4Y2,-,target gene,No,1
Dmel\CG15306,Q9W2W2,31961,target gene,No,7
yip3,Q0E8X9,37683,target gene,No,4
Gpb5,Q8MLY9,3355097,target gene,No,2
Dmel\CG14797,Q9W567,31123,target gene,No,1
TwdlH,Q9VBD4,43208,target gene,No,3
CG31373,Q4V5F8,-,target gene,No,4
-,Q9VYS9,-,target gene,No,4
-,Q8MR53,-,target gene,No,2
-,A1A6P4,-,target gene,No,9
CG14573-RA,C9QP12,-,target gene,No,2
anon-WO0172774.95,Q9VED4,42161,target gene,No,6
Dmel\CG42857,A0A0B4JDD7,10178851,target gene,No,3
Tsp74F,Q7JZI2,39995,target gene,No,14
-,Q8SYX3,-,target gene,No,15
Dmel\CG34263,A8JNG8,5740488,target gene,No,3
CG32834-RA,D3DMG3,-,target gene,No,2
Dmel\CG5418,Q9VK81,34663,target gene,No,1
side-VI,Q0KI85,4379854,target gene,No,5
-,A1A6V3,-,target gene,No,2
CG7276-RB,Q1WWA3,-,target gene,No,1
-,Q8MZ08,-,target gene,No,4
Dmel\CG15322,Q9W5X2,33012,target gene,No,2
CG32713,Q6NMU6,-,target gene,No,2
Dmel\CG6888,Q9VUM4,39658,target gene,No,2
-,A4GKA1,-,target gene,No,1
-,A9YGU2,-,target gene,No,3
Ir8a,Q9W365,31867,target gene,No,2
Gr28b,Q9VM08,117496,target gene,No,8
-,Q4QPZ0,-,target gene,No,3
CG31812-RB,B5X0J9,-,target gene,No,10
-,Q8SZG3,-,target gene,No,1
CheA87a,Q9VFW3,41642,target gene,No,1
Fife,M9PE32,38337,target gene,No,10
CG32720,Q4V4Z2,-,target gene,No,8
Dmel\CG18745,Q9I7L0,59141,target gene,No,1
Dmel\CG8925,Q9VEY1,41963,target gene,No,10
Dmel\CG4945,A1ZAH6,36850,target gene,No,6
Dmel\CG3679,Q9XZ22,32591,target gene,No,8
-,Q95TF6,-,target gene,No,12
Dmel\CG32544,Q8IQX3,318082,target gene,No,3
Dmel\CG17698,A4V2C3,4379919,target gene,No,3
-,Q7YU46,-,target gene,No,3
RabX2,Q9W2V3,31971,target gene,No,1
Dmel\CG15337,Q9W3I7,31748,target gene,No,2
-,Q5MVS9,-,target gene,No,6
Dmel\CG14075,Q9VVV3,40071,target gene,No,2
EG:EG0003.1,A1ZAL4,36896,target gene,No,2
Dmel\CG34232,A8DYB4,5740195,target gene,No,2
CG34212-RB,D3DMV6,-,target gene,No,8
Dmel\CG32109,Q9VU04,39444,target gene,No,7
Or46a,Q9V3N2,2768728,target gene,No,2
BEST:GH10831,Q6NMY2,35544,target gene,No,2
Dmel\CG4597,Q9VRK2,38604,target gene,No,2
CG2120,Q058Z4,-,target gene,No,5
CG31786,X2JA84,35090,target gene,No,9
OtopLc,B7Z0W9,7354434,target gene,No,8
Dmel\CG14834,Q9VS52,38814,target gene,No,6
-,E1NZC5,-,target gene,No,8
CG16758-RE,E4NKM8,-,target gene,No,11
nrm-RB,D2NUF0,-,target gene,No,10
Dmel\CG6675,Q9V9P0,35439,target gene,No,2
Dmel\CG8630,Q9VFX5,41629,target gene,No,3
Fmo-1,Q9W1E9,37814,target gene,No,2
-,A9YJ90,-,target gene,No,5
ECSIT,Q9U6M0,40732,target gene,No,9
CG17050-RA,F2FB71,-,target gene,No,2
Dmel\CG11322,Q9VM89,33949,target gene,No,1
cg4901,Q9VL25,34357,target gene,No,7
defl,Q9VT41,39141,target gene,No,8
CG43071-RA,F2FB65,12798340,target gene,No,3
Desat2,Q9VG68,41536,target gene,No,2
-,A9YIE8,-,target gene,No,1
mesh,Q0KHY3,43688,target gene,No,3
Dmel\CG6972,A0A126GV06,42684,target gene,No,2
Dmel\CG33920,Q4AB20,3771875,target gene,No,1
mael,Q9VNS0,40489,target gene,No,7
Gal,Q9VMJ5,33839,target gene,No,1
parvin,Q9VWD0,32990,target gene,No,11
-,Q961M0,-,target gene,No,4
CG15880-RA,E0R933,-,target gene,No,1
Sfp87B,B4ZJA7,8674076,target gene,No,4
CG8534-RA,C9QPA5,-,target gene,No,1
EG:BACR37P7.9,Q7K726,-,target gene,No,8
-,F6J3Z7,-,target gene,No,5
-,Q6IKR4,-,target gene,No,10
-,Q4QPV8,-,target gene,No,1
CG17159-RB,C8VV41,-,target gene,No,1
Dmel\CG17211,Q9VKA7,34639,target gene,No,9
Dmel\CG14374,Q9VFV6,50026,target gene,No,2
Ccp84Ae,O97062,40821,target gene,No,1
SP87,Q9VHF8,41110,target gene,No,3
BG:DS00464.1,O97056,-,target gene,No,2
TwdlK,Q9VBD7,43205,target gene,No,2
fig,Q9VAH4,43511,target gene,No,1
CG5626-RA,I1WYI0,-,target gene,No,14
CG34252-RA,D3DMX4,-,target gene,No,2
dpr11,Q8MRE6,40800,target gene,No,8
Dmel\CG10550,Q9VBS7,43061,target gene,No,4
Dmel\CG7330,Q9VVN9,40007,target gene,No,7
SA-2,Q9W0F4,38167,target gene,No,6
Cog7,Q9VAD6,43547,target gene,No,6
inaF-B,A8WH76,8674114,target gene,No,1
Dmel\CG7031,Q9VCT7,42704,target gene,No,2
-,Q9VXT7,32488,target gene,No,4
Dmel\CG13972,Q9VB28,43307,target gene,No,2
CG18618,Q59E08,40479,target gene,No,2
Dmel\CG2854,Q9W4Z5,31219,target gene,No,2
Pcyt2,Q9W0D9,38180,target gene,No,2
-,Q8T914,-,target gene,No,3
c-SP32,A0A0B4LEW8,35905,target gene,No,7
Dmel\CG5326,Q9VCZ0,42655,target gene,No,3
CG2640,Q9VI66,40853,target gene,No,4
Ran-like,Q9VUN3,39666,target gene,No,2
Dmel\CG3610,Q9VFF6,41795,target gene,No,5
DJ-1alpha,A1Z9J4,36543,target gene,No,4
-,Q6GKY4,-,target gene,No,6
Osi22,Q9VFX2,41632,target gene,No,2
CG3868-RA,C7LAB2,-,target gene,No,1
Dmel\CG43069,Q6IG51,12798338,target gene,No,3
Dmel\CG4053,Q9VEM7,42070,target gene,No,5
Dmel\CG2841,Q9W4Z1,44529,target gene,No,17
Dmel\CG45011,X2JA66,19835723,target gene,No,1
-,Q8T0K3,-,target gene,No,1
TpnC47D,P47948,36195,target gene,No,3
Dmel\CG33475,A1Z887,2768724,target gene,No,3
CG18747-RB,D0IQK8,-,target gene,No,8
Dmel\CG44270,D4G7F4,19835022,target gene,No,1
Alp8,Q9W273,37540,target gene,No,1
Osi24,Q9VNM2,40755,target gene,No,6
-,B5RJA4,-,target gene,No,2
CG14089-RA,G7H804,-,target gene,No,2
Dmel\CG13722,Q9VZB2,38555,target gene,No,5
Dmel\CG14367,Q9VFS4,41676,target gene,No,1
abo,Q9VKM4,44793,target gene,No,9
-,Q0Z994,-,target gene,No,1
Ir52a,A1ZA14,36715,target gene,No,1
CG30266,A0A0B4LG67,37621,target gene,No,2
CG6385-RA,T2FFP0,-,target gene,No,3
Loxl1,Q9V9X5,43712,target gene,No,4
Dmel\CG32181,Q8MSM7,317897,target gene,No,4
hng3,Q9W0N1,38090,target gene,No,14
Dmel\CG11327,Q9VM98,33940,target gene,No,3
Dmel\CG42809,M9MRN0,10178894,target gene,No,2
-,Q8ITL0,-,target gene,No,7
Dmel\CG17258,Q9VQL0,33517,target gene,No,2
dalao,Q961D0,-,target gene,No,12
Dmel\CG13559,Q9W1P0,37720,target gene,No,7
CG8795,Q6NP98,-,target gene,No,7
-,B1PH60,-,target gene,No,2
Dmel\CG9877,Q9W1U9,37666,target gene,No,3
-,A0A1B2AJA3,-,target gene,No,9
CG15359,Q9VQ52,33363,target gene,No,2
CG17108,Q6NNY8,-,target gene,No,2
CG15307-RA,D8FT16,-,target gene,No,3
CG42752-RA,G2J655,-,target gene,No,1
CG34398-RA,D1Z392,-,target gene,No,15
-,Q8I097,-,target gene,No,1
CG6209-RA,N0BRY4,-,target gene,No,2
Dmel\CG18130,Q9VYR5,32161,target gene,No,3
Dmel\CG17272,Q9VDI3,42465,target gene,No,8
-,Q8MSP4,-,target gene,No,9
Dmel\CG34277,A8JQT7,5740553,target gene,No,4
Dmel\CG13315,Q9VSU3,50300,target gene,No,7
CG31086-RA,D2NUI1,-,target gene,No,3
Dmel\CG12448,Q7KT67,34942,target gene,No,2
Ugt37E1,Q9VJH9,53512,target gene,No,1
Dmel\CG17010,Q9VK96,34650,target gene,No,1
-,Q95RU1,-,target gene,No,3
-,B8Q7Z3,-,target gene,No,7
CG2975,Q4V475,-,target gene,No,4
CG31821,Q4V4W4,-,target gene,No,8
Dmel\CG17780,Q8SXI0,42914,target gene,No,2
fs(1)Ya,P25028,31263,target gene,No,4
Cpr35B,Q9V3P9,34846,target gene,No,2
-,Q8T923,-,target gene,No,1
NimB2,Q7KTA1,260645,target gene,No,3
CG15639,M9PFU0,34738,target gene,No,12
Efhc1.1,Q9VXP5,32528,target gene,No,2
CG5740,Q7KS66,42600,target gene,No,3
Dmel\CG30284,Q8MKJ8,246527,target gene,No,1
Dmel\CG43175,A0A0B4K6A8,12798449,target gene,No,4
-,Q1ECA2,-,target gene,No,8
-,A2VER0,-,target gene,No,1
Dmel\CG14383,Q9VG11,41593,target gene,No,4
Dmel\CG13895,M9PDR6,38087,target gene,No,16
CG32422,A8JNC9,5740152,target gene,No,4
saturn,Q8IQL2,317880,target gene,No,7
CR30082,A0A0B4JCS5,246443,target gene,No,2
obst-G,Q9VTR3,39355,target gene,No,2
BP1020,Q2PDS0,3885610,target gene,No,13
Hsp70Aa,P82910,44920;48581,target gene,No,10
Ag5r2,Q9VY19,44079,target gene,No,2
Dmel\CG42703,C0PV10,10178828,target gene,No,1
CG14891-RA,B5RJP6,-,target gene,No,4
verm,E1JI40,40149,target gene,No,7
Dmel\CG17564,Q9VIY3,35205,target gene,No,1
Eig71Eh-RA,B9EQX0,-,target gene,No,1
Dmel\CG15124,Q4V5L1,37256,target gene,No,2
Dmel\CG32333,Q9W0I1,38142,target gene,No,3
Dmel\CG6629,Q9VGT9,41324,target gene,No,1
BcDNA:HL03084,Q8SZI8,261616,target gene,No,5
cd,Q9VCW2,42681,target gene,No,2
Ipod,Q9W2X1,31954,target gene,No,5
CG10020,M9PC26,33601,target gene,No,5
CG12517-RA,D3DMV4,-,target gene,No,1
-,A9YJ86,-,target gene,No,5
Dmel\CG32121,Q8IQJ5,317867,target gene,No,1
Dmel\CG12511,Q9VMN4,33797,target gene,No,3
Dmel\CG9702,Q9VA55,43634,target gene,No,3
Obp59a,Q86BF9,37605,target gene,No,1
-,Q1RKW5,-,target gene,No,3
-,Q5MRC8,-,target gene,No,6
Dmel\CG14384,Q8INI2,41588,target gene,No,3
Dmel\CG13581,Q9W161,37911,target gene,No,1
CheA75a,Q9VVP3,40011,target gene,No,1
CG10039-RB,A8WHH2,-,target gene,No,1
-,Q9W3J8,31736,target gene,No,9
Prosbeta2R1,Q9W470,31511,target gene,No,2
Dmel\CG11929,Q9VR18,33668,target gene,No,1
c-SPH101,Q8SZ60,41048,target gene,No,2
CG8916,Q4V4W7,-,target gene,No,3
Dmel\CG13618,Q9VC67,42924,target gene,No,3
BcDNA:RH32180,Q9VDG3,42483,target gene,No,8
Apc2,Q9Y1T2,42871,target gene,No,11
CG4741-RA,B9EQU7,37939,target gene,No,6
Cpr56F,Q7JZJ3,37299,target gene,No,3
-,P83474,7354431,target gene,No,1
-,Q8T4C1,-,target gene,No,10
CG15072-RB,C0P8N8,-,target gene,No,2
CG42713-RA,F2FB83,-,target gene,No,1
NEST:bs25c07,Q8MKJ7,246411,target gene,No,3
c-SP8,Q9VB66,43274,target gene,No,4
Dmel\CG13471,Q9VUH0,39604,target gene,No,1
Dmel\CG7179,Q9VLX5,34059,target gene,No,1
-,Q8IGT7,-,target gene,No,4
pot,Q9VYS2,32154,target gene,No,11
CG17664-RA,H8F4Q9,-,target gene,No,5
l(3)neo7,Q9W087,38229,target gene,No,11
Dmel\CG15890,Q9VY22,32401,target gene,No,5
-,F6J4K8,-,target gene,No,1
Dmel\CG32845,Q8IRJ5,318243,target gene,No,2
Dmel\CG30486,A1Z959,246645,target gene,No,3
CG6901-RA,E0R951,-,target gene,No,2
wisp,Q9VYS4,32152,target gene,No,4
CG14253-5'utr,A0A1Z1CH02,30522402,target gene,No,1
Dmel\CG6839,Q9VVU9,40067,target gene,No,3
-,A9YIX1,-,target gene,No,2
CT42569,Q6NN18,37158,target gene,No,1
Dmel\CG43445,D5A7P2,12798450,target gene,No,1
PH4alphaMP,Q9VA65,43624,target gene,No,4
-,Q5BIF3,-,target gene,No,7
CG15394,Q4V6K5,-,target gene,No,1
EG:30B8.6,Q9W502,31211,target gene,No,5
Dmel\CG2812,Q9W1G4,37801,target gene,No,8
-,Q5U0T7,-,target gene,No,2
GstD8,Q9VG92,48341,target gene,No,1
-,A9YGU7,-,target gene,No,3
Dmel\CG34214,Q6IGX8,5740774,target gene,No,4
